# Android SDK 34 - @RequiresPermission Annotations
# Total methods: 2085
# Format: class_name | method_name | permissions

android.accessibilityservice.AccessibilityService|dispatchGesture|android.permission.USE_FINGERPRINT
android.telephony.UssdResponseCallback|updateServiceLocation|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.READ_PHONE_STATE
android.telephony.Wifi|getCarrierConfigSubset|android.permission.READ_PHONE_STATE
android.telephony.Wifi|getConfig|android.permission.READ_PHONE_STATE
android.telephony.Wifi|getConfig|android.permission.READ_PHONE_STATE
android.telephony.Wifi|getConfigByComponentForSubId|android.permission.READ_PHONE_STATE
android.telephony.Wifi|getConfigForSubId|android.permission.READ_PHONE_STATE
android.telephony.Wifi|getConfigForSubId|android.permission.READ_PHONE_STATE
android.telephony.Wifi|getDefaultCarrierServicePackageName|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.Wifi|notifyConfigChangedForSubId|android.permission.MODIFY_PHONE_STATE
android.telephony.Wifi|overrideConfig|android.permission.MODIFY_PHONE_STATE
android.telephony.Wifi|overrideConfig|android.permission.MODIFY_PHONE_STATE
android.telephony.Wifi|updateConfigForPhoneId|android.permission.MODIFY_PHONE_STATE
android.telephony.euicc.EuiccManager|continueOperation|android.permission.WRITE_EMBEDDED_SUBSCRIPTIONS
android.telephony.euicc.EuiccManager|createForCardId|android.permission.WRITE_EMBEDDED_SUBSCRIPTIONS, android.permission.MODIFY_PHONE_STATE
android.telephony.euicc.EuiccManager|deleteSubscription|android.permission.WRITE_EMBEDDED_SUBSCRIPTIONS
android.telephony.euicc.EuiccManager|downloadSubscription|android.permission.WRITE_EMBEDDED_SUBSCRIPTIONS
android.telephony.euicc.EuiccManager|eraseSubscriptions|android.permission.WRITE_EMBEDDED_SUBSCRIPTIONS
android.telephony.euicc.EuiccManager|eraseSubscriptions|android.permission.WRITE_EMBEDDED_SUBSCRIPTIONS
android.telephony.euicc.EuiccManager|getDefaultDownloadableSubscriptionList|android.permission.WRITE_EMBEDDED_SUBSCRIPTIONS
android.telephony.euicc.EuiccManager|getDownloadableSubscriptionMetadata|android.permission.WRITE_EMBEDDED_SUBSCRIPTIONS
android.telephony.euicc.EuiccManager|getOtaStatus|android.permission.WRITE_EMBEDDED_SUBSCRIPTIONS
android.telephony.euicc.EuiccManager|getSupportedCountries|android.permission.WRITE_EMBEDDED_SUBSCRIPTIONS
android.telephony.euicc.EuiccManager|getUnsupportedCountries|android.permission.WRITE_EMBEDDED_SUBSCRIPTIONS
android.telephony.euicc.EuiccManager|isSupportedCountry|android.permission.WRITE_EMBEDDED_SUBSCRIPTIONS
android.telephony.euicc.EuiccManager|setSupportedCountries|android.permission.WRITE_EMBEDDED_SUBSCRIPTIONS
android.telephony.euicc.EuiccManager|setUnsupportedCountries|android.permission.WRITE_EMBEDDED_SUBSCRIPTIONS
android.telephony.euicc.EuiccManager|switchToSubscription|android.permission.WRITE_EMBEDDED_SUBSCRIPTIONS
android.telephony.euicc.EuiccManager|switchToSubscription|android.permission.WRITE_EMBEDDED_SUBSCRIPTIONS
android.telephony.euicc.EuiccManager|updateSubscriptionNickname|android.permission.WRITE_EMBEDDED_SUBSCRIPTIONS
android.telephony.identity|addDevicePolicyOverrideApn|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.identity|changeIccLockPin|android.permission.MODIFY_PHONE_STATE
android.telephony.identity|doesSwitchMultiSimConfigTriggerReboot|android.permission.READ_PHONE_STATE
android.telephony.identity|enableModemForSlot|android.permission.MODIFY_PHONE_STATE
android.telephony.identity|getAidForAppType|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.identity|getAllowedCarriers|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.identity|getCallForwarding|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.identity|getCallWaitingStatus|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.identity|getCarrierIdFromMccMnc|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.identity|getCarrierRestrictionRules|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.identity|getCarrierRestrictionStatus|android.permission.READ_PHONE_STATE
android.telephony.identity|getCertsFromCarrierPrivilegeAccessRules|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.identity|getEmergencyCallbackMode|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.identity|getEmergencyNumberDbVersion|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.identity|getEmergencyNumberList|android.permission.READ_PHONE_STATE
android.telephony.identity|getEmergencyNumberList|android.permission.READ_PHONE_STATE
android.telephony.identity|getNumberOfModemsWithSimultaneousDataConnections|android.permission.READ_PHONE_STATE
android.telephony.identity|getPreferredOpportunisticDataSubscription|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.READ_PHONE_STATE
android.telephony.identity|getShaIdFromAllowList|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.identity|getTelephonyHistograms|android.permission.MODIFY_PHONE_STATE
android.telephony.identity|isApnMetered|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.identity|isDataConnectionAllowed|android.permission.ACCESS_NETWORK_STATE, android.permission.READ_PHONE_STATE, android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.READ_BASIC_PHONE_STATE
android.telephony.identity|isDataEnabledForApn|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.identity|isDataEnabledForReason|android.permission.ACCESS_NETWORK_STATE, android.permission.READ_PHONE_STATE, android.permission.READ_BASIC_PHONE_STATE, android.permission.MODIFY_PHONE_STATE
android.telephony.identity|isEmergencyAssistanceEnabled|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.identity|isIccLockEnabled|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.identity|isManualNetworkSelectionAllowed|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.READ_PRECISE_PHONE_STATE
android.telephony.identity|isMobileDataPolicyEnabled|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.identity|isModemEnabledForSlot|android.permission.READ_PHONE_STATE, android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.identity|isMultiSimSupported|android.permission.READ_PHONE_STATE
android.telephony.identity|isNrDualConnectivityEnabled|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.MODIFY_PHONE_STATE
android.telephony.identity|isOpportunisticNetworkEnabled|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.identity|isPotentialEmergencyNumber|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.identity|isVoNrEnabled|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.MODIFY_PHONE_STATE
android.telephony.identity|matchesCurrentSimOperator|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.identity|notifyOtaEmergencyNumberDbInstalled|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.MODIFY_PHONE_STATE
android.telephony.identity|notifyUserActivity|android.permission.MODIFY_PHONE_STATE
android.telephony.identity|reportDefaultNetworkStatus|android.permission.MODIFY_PHONE_STATE
android.telephony.identity|resetAllCarrierActions|android.permission.MODIFY_PHONE_STATE
android.telephony.identity|resetOtaEmergencyNumberDbFilePath|android.permission.READ_ACTIVE_EMERGENCY_SESSION
android.telephony.identity|setAllowedCarriers|android.permission.MODIFY_PHONE_STATE
android.telephony.identity|setCallForwarding|android.permission.MODIFY_PHONE_STATE
android.telephony.identity|setCallWaitingEnabled|android.permission.MODIFY_PHONE_STATE
android.telephony.identity|setCarrierDataEnabled|android.permission.MODIFY_PHONE_STATE
android.telephony.identity|setCarrierRestrictionRules|android.permission.MODIFY_PHONE_STATE
android.telephony.identity|setDataEnabledForReason|android.permission.MODIFY_PHONE_STATE
android.telephony.identity|setIccLockEnabled|android.permission.MODIFY_PHONE_STATE
android.telephony.identity|setMobileDataPolicyEnabled|android.permission.MODIFY_PHONE_STATE
android.telephony.identity|setMultiSimCarrierRestriction|android.permission.MODIFY_PHONE_STATE
android.telephony.identity|setOpportunisticNetworkState|android.permission.MODIFY_PHONE_STATE
android.telephony.identity|setPolicyDataEnabled|android.permission.MODIFY_PHONE_STATE
android.telephony.identity|setRadioEnabled|android.permission.MODIFY_PHONE_STATE
android.telephony.identity|setSystemSelectionChannels|android.permission.MODIFY_PHONE_STATE
android.telephony.identity|setSystemSelectionChannels|android.permission.MODIFY_PHONE_STATE
android.telephony.identity|switchMultiSimConfig|android.permission.MODIFY_PHONE_STATE
android.telephony.identity|updateOtaEmergencyNumberDbFilePath|android.permission.READ_ACTIVE_EMERGENCY_SESSION
android.telephony.ims.CallbackBinder|getProvisioningIntValue|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.ims.CallbackBinder|registerFeatureProvisioningChangedCallback|android.permission.READ_PRECISE_PHONE_STATE
android.telephony.ims.CallbackBinder|registerProvisioningChangedCallback|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.ims.CallbackBinder|setProvisioningStatusForCapability|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.MODIFY_PHONE_STATE
android.telephony.ims.CallbackBinder|unregisterProvisioningChangedCallback|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.ims.CapabilityBinder|addOnAvailabilityChangedListener|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.ims.CapabilityBinder|getFeatureState|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.ims.CapabilityBinder|getRegistrationState|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.ims.CapabilityBinder|getRegistrationState|android.permission.READ_PRECISE_PHONE_STATE
android.telephony.ims.CapabilityBinder|getRegistrationTransportType|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.READ_PRECISE_PHONE_STATE
android.telephony.ims.CapabilityBinder|getRegistrationTransportType|android.permission.READ_PRECISE_PHONE_STATE
android.telephony.ims.CapabilityBinder|isAdvancedCallingSettingEnabled|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.READ_PRECISE_PHONE_STATE
android.telephony.ims.CapabilityBinder|isAvailable|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.ims.CapabilityBinder|isAvailable|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.ims.CapabilityBinder|isCapable|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.ims.CapabilityBinder|isCapable|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.ims.CapabilityBinder|isCrossSimCallingEnabled|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.READ_PRECISE_PHONE_STATE
android.telephony.ims.CapabilityBinder|isSupported|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.ims.CapabilityBinder|isTtyOverVolteEnabled|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.READ_PRECISE_PHONE_STATE
android.telephony.ims.CapabilityBinder|isVoWiFiRoamingSettingEnabled|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.READ_PRECISE_PHONE_STATE
android.telephony.ims.CapabilityBinder|isVoWiFiSettingEnabled|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.READ_PRECISE_PHONE_STATE
android.telephony.ims.CapabilityBinder|isVtSettingEnabled|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.READ_PRECISE_PHONE_STATE
android.telephony.ims.CapabilityBinder|registerImsRegistrationCallback|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.READ_PRECISE_PHONE_STATE
android.telephony.ims.CapabilityBinder|registerImsRegistrationCallback|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.READ_PRECISE_PHONE_STATE
android.telephony.ims.CapabilityBinder|registerImsRegistrationCallback|android.permission.READ_PRECISE_PHONE_STATE
android.telephony.ims.CapabilityBinder|registerImsStateCallback|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.READ_PRECISE_PHONE_STATE
android.telephony.ims.CapabilityBinder|registerImsStateCallback|android.permission.ACCESS_RCS_USER_CAPABILITY_EXCHANGE, android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.READ_PRECISE_PHONE_STATE
android.telephony.ims.CapabilityBinder|registerMmTelCapabilityCallback|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.READ_PRECISE_PHONE_STATE
android.telephony.ims.CapabilityBinder|removeOnAvailabilityChangedListener|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.ims.CapabilityBinder|setAdvancedCallingSettingEnabled|android.permission.MODIFY_PHONE_STATE
android.telephony.ims.CapabilityBinder|setCrossSimCallingEnabled|android.permission.MODIFY_PHONE_STATE
android.telephony.ims.CapabilityBinder|setRttCapabilitySetting|android.permission.MODIFY_PHONE_STATE
android.telephony.ims.CapabilityBinder|setVoWiFiModeSetting|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.READ_PRECISE_PHONE_STATE, android.permission.MODIFY_PHONE_STATE
android.telephony.ims.CapabilityBinder|setVoWiFiNonPersistent|android.permission.MODIFY_PHONE_STATE
android.telephony.ims.CapabilityBinder|setVoWiFiRoamingModeSetting|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.MODIFY_PHONE_STATE
android.telephony.ims.CapabilityBinder|setVoWiFiRoamingSettingEnabled|android.permission.MODIFY_PHONE_STATE
android.telephony.ims.CapabilityBinder|setVoWiFiSettingEnabled|android.permission.MODIFY_PHONE_STATE
android.telephony.ims.CapabilityBinder|setVtSettingEnabled|android.permission.MODIFY_PHONE_STATE
android.telephony.ims.CapabilityBinder|unregisterImsRegistrationCallback|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.ims.CapabilityBinder|unregisterImsRegistrationCallback|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.READ_PRECISE_PHONE_STATE
android.telephony.ims.CapabilityBinder|unregisterImsRegistrationCallback|android.permission.READ_PRECISE_PHONE_STATE
android.telephony.ims.CapabilityBinder|unregisterMmTelCapabilityCallback|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.READ_PRECISE_PHONE_STATE
android.telephony.ims.PublishStateBinder|addOnPublishStateChangedListener|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.ims.PublishStateBinder|isUceSettingEnabled|android.permission.READ_PHONE_STATE
android.telephony.ims.PublishStateBinder|removeOnPublishStateChangedListener|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.ims.PublishStateBinder|requestAvailability|android.permission.ACCESS_RCS_USER_CAPABILITY_EXCHANGE, android.permission.READ_CONTACTS
android.telephony.ims.PublishStateBinder|requestCapabilities|android.permission.ACCESS_RCS_USER_CAPABILITY_EXCHANGE, android.permission.READ_CONTACTS
android.telephony.ims.PublishStateBinder|setUceSettingEnabled|android.permission.MODIFY_PHONE_STATE
android.telephony.ims.SipDelegateManager|createSipDelegate|android.permission.PERFORM_IMS_SINGLE_REGISTRATION
android.telephony.ims.SipDelegateManager|destroySipDelegate|android.permission.PERFORM_IMS_SINGLE_REGISTRATION
android.telephony.ims.SipDelegateManager|isSupported|android.permission.PERFORM_IMS_SINGLE_REGISTRATION, android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.ims.SipDelegateManager|registerImsStateCallback|android.permission.PERFORM_IMS_SINGLE_REGISTRATION, android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.ims.SipDelegateManager|registerSipDialogStateCallback|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.ims.SipDelegateManager|triggerFullNetworkRegistration|android.permission.PERFORM_IMS_SINGLE_REGISTRATION
android.telephony.ims.SipDelegateManager|unregisterSipDialogStateCallback|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.ims.to|getProvisioningStatusForCapability|android.permission.READ_PRECISE_PHONE_STATE
android.telephony.ims.to|getRcsProvisioningStatusForCapability|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.ims.to|getRcsProvisioningStatusForCapability|android.permission.READ_PRECISE_PHONE_STATE
android.telephony.ims.to|isProvisioningRequiredForCapability|android.permission.READ_PRECISE_PHONE_STATE
android.telephony.ims.to|isRcsProvisioningRequiredForCapability|android.permission.READ_PRECISE_PHONE_STATE
android.telephony.ims.to|isRcsVolteSingleRegistrationCapable|android.permission.PERFORM_IMS_SINGLE_REGISTRATION, android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.ims.to|notifyRcsAutoConfigurationReceived|android.permission.MODIFY_PHONE_STATE
android.telephony.ims.to|registerRcsProvisioningCallback|android.permission.PERFORM_IMS_SINGLE_REGISTRATION, android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.ims.to|setRcsClientConfiguration|android.permission.PERFORM_IMS_SINGLE_REGISTRATION
android.telephony.ims.to|setRcsProvisioningStatusForCapability|android.permission.MODIFY_PHONE_STATE
android.telephony.ims.to|setRcsProvisioningStatusForCapability|android.permission.MODIFY_PHONE_STATE
android.telephony.ims.to|triggerRcsReconfiguration|android.permission.PERFORM_IMS_SINGLE_REGISTRATION
android.telephony.ims.to|unregisterRcsProvisioningCallback|android.permission.PERFORM_IMS_SINGLE_REGISTRATION, android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.in|getCarrierConfig|android.permission.READ_PHONE_STATE
android.telephony.in|getCarrierInfoForImsiEncryption|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.in|getCellLocation|android.permission.ACCESS_FINE_LOCATION
android.telephony.in|getDataNetworkType|android.permission.READ_PHONE_STATE, android.permission.READ_BASIC_PHONE_STATE
android.telephony.in|getDeviceId|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.in|getDeviceId|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.in|getDeviceSoftwareVersion|android.permission.READ_PHONE_STATE
android.telephony.in|getImei|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.in|getImei|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.in|getLogicalSlotIndex|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.in|getLogicalToPhysicalSlotMapping|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.in|getLteOnCdmaMode|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.in|getMeid|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.in|getMeid|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.in|getNai|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.in|getNeighboringCellInfo|android.permission.ACCESS_COARSE_LOCATION
android.telephony.in|getNetworkType|android.permission.READ_PHONE_STATE
android.telephony.in|getSimSerialNumber|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.in|getSimSerialNumber|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.in|getSimSlotMapping|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.in|getSubscriberId|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.in|getSubscriberId|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.in|getUiccCardsInfo|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.in|getUiccSlotsInfo|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.in|getVoiceNetworkType|android.permission.READ_PHONE_STATE, android.permission.READ_BASIC_PHONE_STATE
android.telephony.in|isApplicationOnUicc|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.in|isLteCdmaEvdoGsmWcdmaEnabled|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.in|refreshUiccProfile|android.permission.MODIFY_PHONE_STATE
android.telephony.in|resetCarrierKeysForImsiEncryption|android.permission.MODIFY_PHONE_STATE
android.telephony.in|setSimSlotMapping|android.permission.MODIFY_PHONE_STATE
android.telephony.in|switchSlots|android.permission.MODIFY_PHONE_STATE
android.telephony.initialization|copyMessageToIcc|android.permission.ACCESS_MESSAGES_ON_ICC
android.telephony.initialization|deleteMessageFromIcc|android.permission.ACCESS_MESSAGES_ON_ICC
android.telephony.initialization|getAllMessagesFromIcc|android.permission.ACCESS_MESSAGES_ON_ICC
android.telephony.initialization|getSmsCapacityOnIcc|android.permission.READ_PHONE_STATE, android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.initialization|sendMultipartTextMessageWithoutPersisting|android.permission.MODIFY_PHONE_STATE
android.telephony.initialization|sendTextMessageWithoutPersisting|android.permission.SEND_SMS, android.permission.MODIFY_PHONE_STATE
android.telephony.initialization|updateMessageOnIcc|android.permission.ACCESS_MESSAGES_ON_ICC
android.telephony.is|getSubmitPduEncodedMessage|android.permission.BLUETOOTH_PRIVILEGED
android.telephony.is|network|android.permission.MANAGE_SUBSCRIPTION_PLANS
android.telephony.requires|onActiveDataSubscriptionIdChanged|android.permission.READ_PHONE_STATE
android.telephony.requires|onBarringInfoChanged|android.permission.READ_PRECISE_PHONE_STATE, android.permission.ACCESS_FINE_LOCATION
android.telephony.requires|onCallAttributesChanged|android.permission.READ_PRECISE_PHONE_STATE
android.telephony.requires|onCallDisconnectCauseChanged|android.permission.READ_PRECISE_PHONE_STATE
android.telephony.requires|onCallForwardingIndicatorChanged|android.permission.READ_PHONE_STATE
android.telephony.requires|onCallStateChanged|android.permission.READ_PHONE_STATE
android.telephony.requires|onCellInfoChanged|android.permission.READ_PHONE_STATE, android.permission.ACCESS_FINE_LOCATION
android.telephony.requires|onCellLocationChanged|android.permission.ACCESS_FINE_LOCATION
android.telephony.requires|onDisplayInfoChanged|android.permission.READ_PHONE_STATE
android.telephony.requires|onEmergencyNumberListChanged|android.permission.READ_PHONE_STATE
android.telephony.requires|onImsCallDisconnectCauseChanged|android.permission.READ_PRECISE_PHONE_STATE
android.telephony.requires|onMessageWaitingIndicatorChanged|android.permission.READ_PHONE_STATE
android.telephony.requires|onOutgoingEmergencyCall|android.permission.READ_ACTIVE_EMERGENCY_SESSION
android.telephony.requires|onOutgoingEmergencyCall|android.permission.READ_ACTIVE_EMERGENCY_SESSION
android.telephony.requires|onOutgoingEmergencySms|android.permission.READ_ACTIVE_EMERGENCY_SESSION
android.telephony.requires|onPreciseCallStateChanged|android.permission.READ_PRECISE_PHONE_STATE
android.telephony.requires|onPreciseDataConnectionStateChanged|android.permission.READ_PRECISE_PHONE_STATE
android.telephony.requires|onRadioPowerStateChanged|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.requires|onRegistrationFailed|android.permission.READ_PRECISE_PHONE_STATE, android.permission.ACCESS_FINE_LOCATION
android.telephony.requires|onSrvccStateChanged|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.requires|onVoiceActivationStateChanged|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.satellite.SatelliteException|deprovisionSatelliteService|android.permission.SATELLITE_COMMUNICATION
android.telephony.satellite.SatelliteException|onDeviceAlignedWithSatellite|android.permission.SATELLITE_COMMUNICATION
android.telephony.satellite.SatelliteException|pollPendingSatelliteDatagrams|android.permission.SATELLITE_COMMUNICATION
android.telephony.satellite.SatelliteException|provisionSatelliteService|android.permission.SATELLITE_COMMUNICATION
android.telephony.satellite.SatelliteException|registerForSatelliteDatagram|android.permission.SATELLITE_COMMUNICATION
android.telephony.satellite.SatelliteException|registerForSatelliteModemStateChanged|android.permission.SATELLITE_COMMUNICATION
android.telephony.satellite.SatelliteException|registerForSatelliteProvisionStateChanged|android.permission.SATELLITE_COMMUNICATION
android.telephony.satellite.SatelliteException|requestIsDemoModeEnabled|android.permission.SATELLITE_COMMUNICATION
android.telephony.satellite.SatelliteException|requestIsSatelliteCommunicationAllowedForCurrentLocation|android.permission.SATELLITE_COMMUNICATION
android.telephony.satellite.SatelliteException|requestIsSatelliteEnabled|android.permission.SATELLITE_COMMUNICATION
android.telephony.satellite.SatelliteException|requestIsSatelliteProvisioned|android.permission.SATELLITE_COMMUNICATION
android.telephony.satellite.SatelliteException|requestSatelliteCapabilities|android.permission.SATELLITE_COMMUNICATION
android.telephony.satellite.SatelliteException|requestSatelliteEnabled|android.permission.SATELLITE_COMMUNICATION
android.telephony.satellite.SatelliteException|requestTimeForNextSatelliteVisibility|android.permission.SATELLITE_COMMUNICATION
android.telephony.satellite.SatelliteException|sendSatelliteDatagram|android.permission.SATELLITE_COMMUNICATION
android.telephony.satellite.SatelliteException|startSatelliteTransmissionUpdates|android.permission.SATELLITE_COMMUNICATION
android.telephony.satellite.SatelliteException|stopSatelliteTransmissionUpdates|android.permission.SATELLITE_COMMUNICATION
android.telephony.satellite.SatelliteException|unregisterForSatelliteDatagram|android.permission.SATELLITE_COMMUNICATION
android.telephony.satellite.SatelliteException|unregisterForSatelliteModemStateChanged|android.permission.SATELLITE_COMMUNICATION
android.telephony.satellite.SatelliteException|unregisterForSatelliteProvisionStateChanged|android.permission.SATELLITE_COMMUNICATION
android.telephony.to|getSimLocale|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.to|getSubscriptionId|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.READ_PHONE_STATE
android.telephony.to|resetSettings|android.permission.CONNECTIVITY_INTERNAL
android.telephony.to|setNetworkOperatorName|android.permission.INTERACT_ACROSS_USERS
android.view.Builder|getBluetoothAddress|android.permission.BLUETOOTH
android.view.SurfaceControlHdrLayerInfoListener|register|android.permission.CONTROL_DISPLAY_BRIGHTNESS
android.view.SurfaceControlHdrLayerInfoListener|unregister|android.permission.CONTROL_DISPLAY_BRIGHTNESS
android.view.SurfaceControlHdrLayerInfoListener|unregisterAll|android.permission.CONTROL_DISPLAY_BRIGHTNESS
android.view.Transaction|setEarlyWakeupEnd|android.permission.WAKEUP_SURFACE_FLINGER
android.view.Transaction|setEarlyWakeupStart|android.permission.WAKEUP_SURFACE_FLINGER
android.view.accessibility.AccessibilityManager|performAccessibilityShortcut|android.permission.MANAGE_ACCESSIBILITY
android.view.accessibility.CaptioningManager|setSystemAudioCaptioningEnabled|android.permission.SET_SYSTEM_AUDIO_CAPTION
android.view.accessibility.CaptioningManager|setSystemAudioCaptioningUiEnabled|android.permission.SET_SYSTEM_AUDIO_CAPTION
android.view.accessibility.implementing|getAccessibilityShortcutTargets|android.permission.MANAGE_ACCESSIBILITY
android.view.accessibility.implementing|notifyAccessibilityButtonClicked|android.permission.STATUS_BAR_SERVICE
android.view.accessibility.implementing|notifyAccessibilityButtonClicked|android.permission.STATUS_BAR_SERVICE
android.view.accessibility.implementing|performAccessibilityShortcut|android.permission.MANAGE_ACCESSIBILITY
android.view.accessibility.implementing|registerDisplayProxy|android.permission.MANAGE_ACCESSIBILITY, android.permission.CREATE_VIRTUAL_DEVICE
android.view.accessibility.implementing|registerSystemAction|android.permission.MANAGE_ACCESSIBILITY
android.view.accessibility.implementing|unregisterDisplayProxy|android.permission.MANAGE_ACCESSIBILITY, android.permission.CREATE_VIRTUAL_DEVICE
android.view.accessibility.implementing|unregisterSystemAction|android.permission.MANAGE_ACCESSIBILITY
android.view.contentcapture.Dumper|resetTemporaryService|android.permission.MANAGE_CONTENT_CAPTURE
android.view.contentcapture.Dumper|setDefaultServiceEnabled|android.permission.MANAGE_CONTENT_CAPTURE
android.view.contentcapture.Dumper|setTemporaryService|android.permission.MANAGE_CONTENT_CAPTURE
android.view.displayhash.DisplayHashManager|setDisplayHashThrottlingEnabled|android.permission.READ_FRAME_BUFFER
android.view.documentation|getCurrentImeTouchRegion|android.permission.RESTRICTED_VR_ACCESS
android.view.inputmethod.H|getCurrentInputMethodInfoAsUser|android.permission.INTERACT_ACROSS_USERS_FULL
android.view.inputmethod.H|getEnabledInputMethodListAsUser|android.permission.INTERACT_ACROSS_USERS_FULL
android.view.inputmethod.H|getEnabledInputMethodSubtypeListAsUser|android.permission.INTERACT_ACROSS_USERS_FULL
